ID,Career Path,Field,Specialization,Required Skills
CP0616,Healthcare - Mental Health Counselor,Healthcare,Mental Health Counselor,"Physiology, ICD-10, CPT Codes, Wound Care, Health Policy, Neurology, Orthopedics, Cardiology, Medical Research, Medical Records, Sterilization"
CP0617,Marketing - SEO Specialist,Marketing,SEO Specialist,"User Acquisition, Photoshop, Adobe Creative Suite, Canva, Social Media Marketing, Marketo, Content Marketing, Email Marketing, SEO, Mobile Marketing"
CP0618,Marketing - Product Marketing Manager,Marketing,Product Marketing Manager,"Adobe Creative Suite, Social Media Marketing, Mobile Marketing, Content Strategy, HubSpot, CRM, Brand Management, Facebook Ads, Google Ads, Buffer, Illustrator, Marketing Strategy, Affiliate Marketing"
CP0619,Marketing - Content Strategist,Marketing,Content Strategist,"Marketing ROI, Video Marketing, A/B Testing, Blogging, Event Marketing, Affiliate Marketing, Influencer Marketing, User Acquisition, Marketing Metrics, Public Relations, Photoshop, Conversion Rate Optimization"
CP0620,Healthcare - Healthcare Administrator,Healthcare,Healthcare Administrator,"Vital Signs, Surgical Procedures, Pharmacology, Laboratory Procedures, Cardiology, Patient Assessment, Pediatrics, Health Policy, Diagnostic Testing, Healthcare Management, Neurology, Electronic Health Records, Medical Billing, Healthcare Regulations, Medical Diagnosis, Patient Education, Care Planning, Epidemiology"
CP0621,Computer Science - DevOps Engineer,Computer Science,DevOps Engineer,"Cybersecurity, Scikit-learn, Kotlin, Angular, Responsive Design, Java, Scrum, Object-Oriented Programming, Linux, Spark, AWS, Web Development, Spring, Git"
CP0622,Computer Science - Data Engineer,Computer Science,Data Engineer,"Android, Adobe XD, Azure, AR/VR, Game Development, Express.js, Angular, Vue.js, Microservices, Sketch, Security, Java, UX Design"
CP0623,Marketing - Marketing Analyst,Marketing,Marketing Analyst,"Email Marketing, Google Ads, Adobe Creative Suite, Content Creation, User Acquisition, Media Relations, Mobile Marketing, Canva, Blogging, CRM, Buffer, Digital Marketing, Social Media Marketing, Mailchimp, Brand Management, Facebook Ads, Product Positioning, Public Relations"
CP0624,Computer Science - Game Developer,Computer Science,Game Developer,"Kubernetes, Android, Ethical Hacking, Deep Learning, Computer Vision, System Design, Vue.js, Security, Mobile Development, Scrum, Azure, Sketch, Hadoop, Cloud Computing, Object-Oriented Programming"
CP0625,Computer Science - AI Research Scientist,Computer Science,AI Research Scientist,"Security, Scikit-learn, Spring, Game Development, JavaScript, Flask, Sketch, CI/CD, Adobe XD, AR/VR"
CP0626,Computer Science - Software Engineer,Computer Science,Software Engineer,"Ethical Hacking, Spring, UX Design, Networking, Docker, Security, RESTful APIs, HTML, Flask, Microservices, Natural Language Processing, JavaScript, CI/CD"
CP0627,Computer Science - Network Engineer,Computer Science,Network Engineer,"Ethical Hacking, Node.js, Sketch, Flask, SQL, CI/CD, Agile, C++, Swift, CSS, AWS, Express.js, GraphQL, Data Analysis, Web Development"
CP0628,Healthcare - Registered Nurse,Healthcare,Registered Nurse,"Nutrition, Pediatrics, Surgical Procedures, CPT Codes, Medical Records, Wound Care, Health Policy, Patient Education, Treatment Planning, Epidemiology, Patient Assessment, Mental Health, Therapy, Healthcare IT, Orthopedics"
CP0629,Marketing - Social Media Manager,Marketing,Social Media Manager,"SEO, Mailchimp, Digital Marketing, Customer Retention, CRM, Mobile Marketing, Marketing Automation, Competitive Analysis, Google Ads, Conversion Rate Optimization, Video Marketing, Product Positioning, Content Creation, Marketing ROI, Canva, A/B Testing, Marketo, Photoshop, Media Relations"
CP0630,Finance - Quantitative Analyst,Finance,Quantitative Analyst,"Excel, Financial Statements, Series 63, Due Diligence, Private Equity, FINRA, Financial Modeling, VBA, Retirement Planning, Quantitative Analysis, Estate Planning, Insurance Planning, Portfolio Management, Hedge Funds, Financial Analysis"
CP0631,Finance - Compliance Officer,Finance,Compliance Officer,"Regulatory Compliance, Series 63, STATA, Financial Analysis, Accounting, Private Equity, Due Diligence, Equity Research, Insurance Planning, Portfolio Management, SAS, FINRA, VBA, Tax Planning, Financial Modeling, Python for Finance, CFA, Quantitative Analysis, Derivatives"
CP0632,Computer Science - Data Scientist,Computer Science,Data Scientist,"Responsive Design, Agile, Deep Learning, Scrum, Windows Server, Unreal Engine, Spark, JavaScript, PyTorch, HTML, Figma"
CP0633,Finance - Compliance Officer,Finance,Compliance Officer,"Financial Analysis, VBA, Wealth Management, Derivatives, STATA, Mergers & Acquisitions, Bloomberg Terminal, Python for Finance, Regulatory Compliance, R Programming, GAAP, Risk Assessment, Tax Planning, Credit Analysis, Algorithmic Trading, Investment Management, SAS, Budgeting"
CP0634,Marketing - Campaign Manager,Marketing,Campaign Manager,"Public Relations, Email Marketing, Affiliate Marketing, Photoshop, Content Strategy, Hootsuite, Marketing Automation, Social Media Strategy, Social Media Marketing, Adobe Creative Suite, Marketing Strategy, Customer Retention, Content Marketing, User Acquisition"
CP0635,Healthcare - Dentist,Healthcare,Dentist,"Nutrition, Therapy, Orthopedics, Laboratory Procedures, Patient Care, Cardiology, Medical Billing, Diagnostic Testing, Mental Health, Geriatrics, Clinical Trials, Radiology, Care Planning, Neurology"
CP0636,Marketing - SEO Specialist,Marketing,SEO Specialist,"Mailchimp, Content Creation, CRM, Mobile Marketing, Public Relations, Marketing Analytics, Media Relations, Email Marketing, WordPress, Blogging, Google Analytics"
CP0637,Computer Science - Software Architect,Computer Science,Software Architect,"Flask, Express.js, Functional Programming, Cloud Computing, C#, Machine Learning, Networking, UX Design, Ethical Hacking, Linux, Hadoop, Object-Oriented Programming, Spark, Blockchain, Responsive Design, Big Data, UI Design, DevOps"
CP0638,Healthcare - Veterinarian,Healthcare,Veterinarian,"Epidemiology, Patient Assessment, Mental Health, ICD-10, Nutrition, CPT Codes, Wound Care, Anatomy, Emergency Medicine, Patient Education, Patient Care, Medical Research, Medication Administration, Rehabilitation, Neurology, Pediatrics, Healthcare Management, Radiology, Medical Billing, Oncology"
CP0639,Healthcare - Physician,Healthcare,Physician,"Geriatrics, Health Policy, Wound Care, Public Health, Patient Assessment, Medical Research, HIPAA, Clinical Experience, Therapy, Medical Diagnosis, Diagnostic Testing, ICD-10"
CP0640,Computer Science - Data Scientist,Computer Science,Data Scientist,"GraphQL, Kotlin, Responsive Design, Docker, Python, Cloud Computing, DevOps, C#, Java, C++, Penetration Testing, RESTful APIs, Big Data, Web Development, Linux, Mobile Development, Cybersecurity, AR/VR, NoSQL, CI/CD"
CP0641,Finance - Risk Manager,Finance,Risk Manager,"Series 7, Private Equity, Loan Underwriting, Risk Assessment, Investment Management, Estate Planning, Forecasting, Financial Statements, Bloomberg Terminal, Insurance Planning, IPOs, Wealth Management, Hedge Funds, Financial Analysis"
CP0642,Healthcare - Healthcare Administrator,Healthcare,Healthcare Administrator,"Medical Research, Cardiology, Infection Control, CPT Codes, Medical Billing, Rehabilitation, Vital Signs, Treatment Planning, Surgical Procedures, Physiology, Healthcare Regulations, Therapy, Anatomy, Patient Care, Epidemiology, Nutrition"
CP0643,Finance - Financial Analyst,Finance,Financial Analyst,"Financial Statements, Credit Analysis, Python for Finance, Investment Management, Financial Modeling, Fixed Income, Forecasting, Series 63, Insurance Planning, GAAP, STATA"
CP0644,Healthcare - Physical Therapist,Healthcare,Physical Therapist,"Emergency Medicine, Patient Care, Healthcare Regulations, Geriatrics, Wound Care, Patient Education, Diagnostic Testing, HIPAA, Electronic Health Records, Wellness"
CP0645,Computer Science - Data Scientist,Computer Science,Data Scientist,"Scrum, Data Visualization, Game Development, Mobile Development, Docker, CSS, Microservices, Node.js, Deep Learning, Cloud Computing, Linux, Java, Python, Git, Data Analysis, Ethical Hacking, Windows Server, Azure, Web Development"
CP0646,Computer Science - Machine Learning Engineer,Computer Science,Machine Learning Engineer,"Big Data, Docker, Scrum, Java, C++, Responsive Design, Natural Language Processing, Networking, Data Analysis, SQL, Node.js, Object-Oriented Programming, Functional Programming, JavaScript, Agile, Computer Vision, Angular"
CP0647,Finance - Portfolio Manager,Finance,Portfolio Manager,"Derivatives, Credit Analysis, Series 63, Algorithmic Trading, Financial Modeling, Retirement Planning, Estate Planning, Risk Assessment, Python for Finance, Wealth Management, Bloomberg Terminal"
CP0648,Finance - Portfolio Manager,Finance,Portfolio Manager,"Mergers & Acquisitions, Budgeting, IPOs, Regulatory Compliance, Excel, Wealth Management, Quantitative Analysis, Capital Markets, Risk Assessment, Estate Planning"
CP0649,Computer Science - AI Research Scientist,Computer Science,AI Research Scientist,"Networking, Big Data, Unreal Engine, NoSQL, Kubernetes, Computer Vision, Windows Server, Blockchain, Android, Game Development, Responsive Design, Kotlin, CSS, Vue.js"
CP0650,Marketing - Market Research Analyst,Marketing,Market Research Analyst,"Marketing ROI, Customer Segmentation, Digital Marketing, Market Research, CRM, Campaign Management, Social Media Strategy, Photoshop, Blogging, Google Ads, Hootsuite"
CP0651,Computer Science - Data Engineer,Computer Science,Data Engineer,"Kotlin, UX Design, PyTorch, Object-Oriented Programming, JavaScript, Deep Learning, Cybersecurity, Sketch, Agile, Security, TensorFlow, Azure, NoSQL, Django"
CP0652,Finance - Trader,Finance,Trader,"Portfolio Management, Tax Planning, R Programming, Forecasting, Loan Underwriting, Valuation, VBA, IPOs, CFA, Insurance Planning, Retirement Planning, Investment Management, Fixed Income, Algorithmic Trading, Risk Assessment, Estate Planning"
CP0653,Computer Science - Machine Learning Engineer,Computer Science,Machine Learning Engineer,"Ethical Hacking, Vue.js, Git, iOS, Unity, CI/CD, Unreal Engine, Spring, Data Visualization, DevOps, Natural Language Processing, Game Development, Swift, Hadoop, Test-Driven Development"
CP0654,Healthcare - Healthcare Administrator,Healthcare,Healthcare Administrator,"Care Planning, Medical Records, Electronic Health Records, Patient Care, Mental Health, Pediatrics, Clinical Trials, Physiology, Epidemiology, Medical Research, Medical Terminology, Rehabilitation, ICD-10"
CP0655,Healthcare - Nutritionist,Healthcare,Nutritionist,"Cardiology, Healthcare Management, Epidemiology, Clinical Experience, Surgical Procedures, Anatomy, Radiology, Wellness, Health Policy, Treatment Planning, Sterilization"
CP0656,Marketing - Digital Marketing Specialist,Marketing,Digital Marketing Specialist,"Customer Segmentation, Adobe Creative Suite, Buffer, Hootsuite, Affiliate Marketing, Google Analytics, WordPress, Illustrator, Customer Retention, Marketing Analytics"
CP0657,Finance - Quantitative Analyst,Finance,Quantitative Analyst,"IPOs, Credit Analysis, STATA, Retirement Planning, GAAP, Python for Finance, IFRS, Financial Modeling, R Programming, Capital Markets, Excel, Wealth Management, Due Diligence"
CP0658,Healthcare - Pharmacist,Healthcare,Pharmacist,"Sterilization, Medical Billing, Healthcare Regulations, Patient Care, HIPAA, Medical Diagnosis, Rehabilitation, Medical Coding, Surgical Procedures, Wellness, Nutrition, Patient Assessment, Pharmacology, Neurology"
CP0659,Finance - Financial Advisor,Finance,Financial Advisor,"Investment Management, Valuation, SAS, Loan Underwriting, Insurance Planning, Series 63, Private Equity, Due Diligence, FINRA, Tax Planning"
CP0660,Finance - Auditor,Finance,Auditor,"Python for Finance, Financial Analysis, SAS, Insurance Planning, R Programming, Algorithmic Trading, Portfolio Management, Excel, Mergers & Acquisitions, Credit Analysis, FINRA"
CP0661,Computer Science - Software Engineer,Computer Science,Software Engineer,"Vue.js, Functional Programming, AWS, Data Visualization, Docker, Adobe XD, Machine Learning, Responsive Design, Data Analysis, System Design, Mobile Development, Linux, Test-Driven Development, Cloud Computing, Ethical Hacking, CI/CD, Microservices, UI Design, UX Design"
CP0662,Computer Science - Mobile App Developer,Computer Science,Mobile App Developer,"Penetration Testing, Test-Driven Development, Windows Server, Angular, Android, UI Design, Spark, Scikit-learn, Flask, JavaScript"
CP0663,Computer Science - Software Engineer,Computer Science,Software Engineer,"Blockchain, DevOps, Computer Vision, Big Data, iOS, Flask, Node.js, Microservices, Mobile Development, Sketch, Cybersecurity, SQL, NoSQL, Spark, Web Development, Azure, Penetration Testing, Scrum, Windows Server"
CP0664,Marketing - Growth Hacker,Marketing,Growth Hacker,"CRM, Event Marketing, Market Research, Adobe Creative Suite, Influencer Marketing, Buffer, Social Media Marketing, Google Analytics, Customer Retention, Copywriting, Digital Marketing, SEM, Conversion Rate Optimization, Social Media Strategy"
CP0665,Marketing - Social Media Manager,Marketing,Social Media Manager,"Marketing Strategy, WordPress, Social Media Marketing, Product Positioning, Marketing Automation, A/B Testing, Adobe Creative Suite, Illustrator, Marketing Metrics, Copywriting, Video Marketing, Photoshop, Blogging, Customer Segmentation"
CP0666,Healthcare - Veterinarian,Healthcare,Veterinarian,"Wellness, Electronic Health Records, Medication Administration, Public Health, Oncology, Health Policy, Clinical Trials, Medical Terminology, Therapy, Geriatrics, Treatment Planning, Mental Health"
CP0667,Finance - Risk Manager,Finance,Risk Manager,"Hedge Funds, Retirement Planning, IFRS, R Programming, Due Diligence, Financial Analysis, Bloomberg Terminal, FINRA, Loan Underwriting, Financial Modeling, CFA, Mergers & Acquisitions, Python for Finance, SAS, Private Equity, VBA, Wealth Management, Capital Markets, Risk Assessment, STATA"
CP0668,Finance - Quantitative Analyst,Finance,Quantitative Analyst,"Fixed Income, Regulatory Compliance, Forecasting, Capital Markets, Hedge Funds, CFA, Tax Planning, Valuation, Financial Analysis, Due Diligence, Portfolio Management, Wealth Management, Python for Finance, Investment Management, Series 63, IPOs, Risk Assessment, SAS, Algorithmic Trading, R Programming"
CP0669,Computer Science - System Administrator,Computer Science,System Administrator,"Mobile Development, CSS, TensorFlow, Agile, RESTful APIs, JavaScript, CI/CD, Scrum, iOS, Kotlin, Machine Learning"
CP0670,Computer Science - Data Scientist,Computer Science,Data Scientist,"Responsive Design, TensorFlow, Computer Vision, HTML, Spark, Android, Unreal Engine, Java, C++, SQL"
CP0671,Finance - Compliance Officer,Finance,Compliance Officer,"Insurance Planning, Bloomberg Terminal, Tax Planning, Portfolio Management, Valuation, R Programming, Equity Research, Fixed Income, VBA, GAAP, Risk Assessment, Loan Underwriting, Financial Modeling"
CP0672,Finance - Investment Banker,Finance,Investment Banker,"Mergers & Acquisitions, Credit Analysis, Series 7, Financial Analysis, Wealth Management, GAAP, Algorithmic Trading, Budgeting, Hedge Funds, STATA, Forecasting, Fixed Income, Python for Finance, Valuation, Bloomberg Terminal, SAS, Portfolio Management, Risk Assessment, Insurance Planning, Derivatives"
CP0673,Finance - Hedge Fund Analyst,Finance,Hedge Fund Analyst,"Valuation, Financial Statements, Python for Finance, Portfolio Management, Accounting, Private Equity, Financial Analysis, Series 7, Wealth Management, Derivatives, Forecasting, Algorithmic Trading, GAAP, Risk Assessment, VBA, Excel"
CP0674,Marketing - Public Relations Manager,Marketing,Public Relations Manager,"Google Ads, Media Relations, Marketing Strategy, Mobile Marketing, Brand Management, Mailchimp, Marketing Automation, Facebook Ads, Marketing Analytics, Public Relations, Campaign Management, Customer Segmentation, Product Positioning, Digital Marketing, Event Marketing, Illustrator"
CP0675,Healthcare - Dentist,Healthcare,Dentist,"Nutrition, Wound Care, Healthcare Regulations, Health Policy, Clinical Trials, Medical Diagnosis, Radiology, Patient Education, Infection Control, Geriatrics, Laboratory Procedures, Mental Health, Rehabilitation, Anatomy, Emergency Medicine"
CP0676,Healthcare - Registered Nurse,Healthcare,Registered Nurse,"HIPAA, Neurology, Electronic Health Records, Laboratory Procedures, CPT Codes, Vital Signs, Patient Care, Clinical Experience, Infection Control, Medication Administration, Mental Health, Physiology, Public Health, Emergency Medicine, Cardiology, Healthcare Regulations, Health Policy, Healthcare Management, Epidemiology, Sterilization"
CP0677,Marketing - Social Media Manager,Marketing,Social Media Manager,"SEO, Influencer Marketing, Hootsuite, Marketing Strategy, A/B Testing, Growth Hacking, Market Research, Email Marketing, HubSpot, Google Ads, CRM, Competitive Analysis, Copywriting, Lead Generation"
CP0678,Finance - Quantitative Analyst,Finance,Quantitative Analyst,"Algorithmic Trading, Equity Research, Valuation, FINRA, IPOs, Due Diligence, Portfolio Management, Excel, Financial Statements, Wealth Management, Fixed Income, Quantitative Analysis, Estate Planning, Financial Modeling"
CP0679,Finance - Trader,Finance,Trader,"Financial Analysis, GAAP, Hedge Funds, Forecasting, Python for Finance, Accounting, Due Diligence, Retirement Planning, Credit Analysis, Equity Research, Risk Assessment, Mergers & Acquisitions, Estate Planning"
CP0680,Marketing - Marketing Director,Marketing,Marketing Director,"Mobile Marketing, Social Media Marketing, Customer Segmentation, Buffer, Copywriting, Canva, Lead Generation, Facebook Ads, Marketing Metrics, Content Marketing, Campaign Management, Google Ads, Brand Management, Conversion Rate Optimization, Influencer Marketing, Google Analytics"
CP0681,Marketing - Brand Manager,Marketing,Brand Manager,"Content Creation, Social Media Marketing, Email Marketing, Mailchimp, Customer Segmentation, SEO, Influencer Marketing, User Acquisition, Affiliate Marketing, Competitive Analysis, Digital Marketing, WordPress"
CP0682,Healthcare - Healthcare Administrator,Healthcare,Healthcare Administrator,"Wellness, Public Health, Diagnostic Testing, Mental Health, Medical Records, Electronic Health Records, Therapy, Medical Coding, HIPAA, Epidemiology, Laboratory Procedures"
CP0683,Computer Science - AI Research Scientist,Computer Science,AI Research Scientist,"NoSQL, Angular, Vue.js, DevOps, C#, Java, Deep Learning, AWS, Web Development, Responsive Design, Data Visualization, Unreal Engine, HTML, Flask, Penetration Testing, Object-Oriented Programming, RESTful APIs, Big Data"
CP0684,Computer Science - AI Research Scientist,Computer Science,AI Research Scientist,"Mobile Development, SQL, Express.js, Functional Programming, AWS, GraphQL, NoSQL, Microservices, Hadoop, Spring, Adobe XD, Linux, Agile, Kubernetes, Android, Security, Data Analysis, Unreal Engine, Spark, Git"
CP0685,Marketing - Digital Marketing Specialist,Marketing,Digital Marketing Specialist,"Email Marketing, SEM, Social Media Strategy, Product Positioning, CRM, Content Strategy, Mailchimp, Affiliate Marketing, Brand Management, WordPress, Social Media Marketing, Press Releases, Marketing ROI, Growth Hacking, Marketing Metrics, Hootsuite, Adobe Creative Suite, Digital Marketing, Illustrator, Canva"
CP0686,Healthcare - Mental Health Counselor,Healthcare,Mental Health Counselor,"Wellness, ICD-10, Care Planning, Healthcare Management, Infection Control, Medication Administration, Sterilization, Medical Terminology, Oncology, Mental Health"
CP0687,Computer Science - Embedded Systems Developer,Computer Science,Embedded Systems Developer,"Spring, Machine Learning, Functional Programming, Hadoop, UI Design, Figma, Flask, Cloud Computing, Node.js, Big Data, Git, Mobile Development"
CP0688,Finance - Investment Banker,Finance,Investment Banker,"Regulatory Compliance, Loan Underwriting, Financial Statements, Financial Analysis, Equity Research, Due Diligence, SAS, R Programming, Series 7, CFA, Tax Planning, GAAP, Mergers & Acquisitions, Valuation, Credit Analysis, Portfolio Management, Budgeting"
CP0689,Marketing - Campaign Manager,Marketing,Campaign Manager,"Google Analytics, Marketing Analytics, Social Media Strategy, Customer Segmentation, Campaign Management, Brand Management, Email Marketing, Hootsuite, Photoshop, Content Marketing, A/B Testing, Illustrator, User Acquisition, Growth Hacking"
CP0690,Marketing - Product Marketing Manager,Marketing,Product Marketing Manager,"Customer Segmentation, Marketing Metrics, Press Releases, Social Media Marketing, A/B Testing, Product Positioning, HubSpot, Lead Generation, SEM, Competitive Analysis, User Acquisition, Email Marketing, Content Creation, Adobe Creative Suite"
CP0691,Marketing - Growth Hacker,Marketing,Growth Hacker,"Google Ads, Marketing Automation, SEO, Email Marketing, Marketing Strategy, Influencer Marketing, Market Research, A/B Testing, SEM, Digital Marketing, Press Releases, Customer Retention"
CP0692,Finance - Financial Advisor,Finance,Financial Advisor,"Financial Modeling, Insurance Planning, Mergers & Acquisitions, Capital Markets, Due Diligence, Derivatives, Excel, Credit Analysis, Hedge Funds, VBA, Quantitative Analysis, IPOs, GAAP, Bloomberg Terminal, Python for Finance"
CP0693,Computer Science - Backend Developer,Computer Science,Backend Developer,"Java, Windows Server, Express.js, Android, React.js, Penetration Testing, Security, AR/VR, Django, JavaScript"
CP0694,Finance - Portfolio Manager,Finance,Portfolio Manager,"Risk Assessment, Series 63, Estate Planning, Series 7, Loan Underwriting, SAS, Due Diligence, FINRA, Private Equity, Hedge Funds, Accounting, Excel, Bloomberg Terminal, IPOs, Financial Modeling"
CP0695,Computer Science - Software Engineer,Computer Science,Software Engineer,"JavaScript, Flask, DevOps, Adobe XD, Mobile Development, Spark, AWS, Big Data, Hadoop, Unreal Engine, Unity, Linux, Game Development, Natural Language Processing, Android"
CP0696,Computer Science - Cloud Architect,Computer Science,Cloud Architect,"Big Data, Test-Driven Development, Agile, Django, Docker, React.js, Kotlin, Web Development, Penetration Testing, Git, Unity, NoSQL, CSS, AR/VR, Linux, PyTorch, Object-Oriented Programming"
CP0697,Healthcare - Nutritionist,Healthcare,Nutritionist,"Pharmacology, Vital Signs, Medical Research, Healthcare Regulations, Medical Records, Laboratory Procedures, Clinical Experience, Orthopedics, Care Planning, HIPAA, ICD-10"
CP0698,Healthcare - Physician,Healthcare,Physician,"Anatomy, Epidemiology, Sterilization, Vital Signs, Clinical Trials, Wellness, Care Planning, Diagnostic Testing, Healthcare Regulations, Clinical Experience, Patient Assessment, Medical Diagnosis"
CP0699,Healthcare - Registered Nurse,Healthcare,Registered Nurse,"Care Planning, CPT Codes, Electronic Health Records, Mental Health, Epidemiology, Healthcare Management, Vital Signs, Medical Records, Medical Research, Emergency Medicine"
CP0700,Finance - Trader,Finance,Trader,"Investment Management, Derivatives, Financial Statements, Wealth Management, Budgeting, Forecasting, Hedge Funds, Insurance Planning, Valuation, Equity Research, IFRS, Bloomberg Terminal, Regulatory Compliance, Financial Modeling, Tax Planning, Estate Planning, Mergers & Acquisitions, Capital Markets, CFA, Loan Underwriting"
CP0701,Finance - Financial Analyst,Finance,Financial Analyst,"Capital Markets, Algorithmic Trading, Equity Research, Accounting, Mergers & Acquisitions, FINRA, Insurance Planning, SAS, Bloomberg Terminal, IFRS"
CP0702,Finance - Compliance Officer,Finance,Compliance Officer,"Forecasting, Financial Modeling, IFRS, Regulatory Compliance, GAAP, Mergers & Acquisitions, VBA, Financial Analysis, Python for Finance, Series 63, Derivatives, Risk Assessment, Private Equity, SAS, Quantitative Analysis, R Programming, CFA, Financial Statements"
CP0703,Marketing - Social Media Manager,Marketing,Social Media Manager,"Customer Segmentation, Press Releases, Marketing Strategy, Marketo, Marketing Analytics, Lead Generation, Illustrator, Mailchimp, Social Media Strategy, Affiliate Marketing, Competitive Analysis, Event Marketing, Canva, SEO, Buffer, Social Media Marketing, Copywriting, WordPress"
CP0704,Finance - Risk Manager,Finance,Risk Manager,"Accounting, Series 7, Private Equity, Mergers & Acquisitions, Financial Analysis, CFA, Valuation, Insurance Planning, Bloomberg Terminal, Estate Planning"
CP0705,Finance - Auditor,Finance,Auditor,"Portfolio Management, Budgeting, R Programming, IFRS, GAAP, Mergers & Acquisitions, Financial Analysis, SAS, Fixed Income, Credit Analysis, Regulatory Compliance, Hedge Funds, Valuation, Series 7, Private Equity, Algorithmic Trading"
CP0706,Healthcare - Veterinarian,Healthcare,Veterinarian,"Patient Assessment, Medical Research, HIPAA, Sterilization, Medical Diagnosis, Neurology, Medical Terminology, Healthcare IT, Pediatrics, Public Health, Healthcare Regulations, Medical Billing, Emergency Medicine, CPT Codes, Wound Care"
CP0707,Finance - Trader,Finance,Trader,"Equity Research, Investment Management, STATA, Python for Finance, Bloomberg Terminal, Estate Planning, Financial Statements, Loan Underwriting, Risk Assessment, Tax Planning, Series 7, Budgeting, IFRS"
CP0708,Healthcare - Dentist,Healthcare,Dentist,"Healthcare Management, Surgical Procedures, Medication Administration, Sterilization, HIPAA, Electronic Health Records, Anatomy, Rehabilitation, Radiology, Geriatrics, Vital Signs, Epidemiology, Diagnostic Testing, Clinical Trials, Wound Care, ICD-10, Clinical Experience, Medical Billing, Treatment Planning"
CP0709,Computer Science - Software Architect,Computer Science,Software Architect,"Java, Deep Learning, TensorFlow, PyTorch, C++, AR/VR, Unreal Engine, UI Design, CI/CD, Game Development, DevOps, Python, NoSQL, Swift, Docker, Vue.js, Test-Driven Development, Machine Learning, iOS"
CP0710,Healthcare - Registered Nurse,Healthcare,Registered Nurse,"Sterilization, Geriatrics, Medical Terminology, Medical Diagnosis, Patient Education, Care Planning, Wellness, CPT Codes, Treatment Planning, Wound Care"
CP0711,Finance - Trader,Finance,Trader,"Accounting, Financial Analysis, Financial Modeling, Due Diligence, Quantitative Analysis, Fixed Income, Derivatives, Equity Research, Regulatory Compliance, Tax Planning"
CP0712,Finance - Hedge Fund Analyst,Finance,Hedge Fund Analyst,"Series 63, Algorithmic Trading, Hedge Funds, Excel, IFRS, Capital Markets, IPOs, Quantitative Analysis, GAAP, Private Equity, Financial Analysis, Loan Underwriting, R Programming, Due Diligence"
CP0713,Computer Science - Mobile App Developer,Computer Science,Mobile App Developer,"Spark, HTML, Azure, RESTful APIs, Agile, Express.js, Computer Vision, System Design, Windows Server, Django, CSS, Data Analysis, AR/VR, Angular, Object-Oriented Programming"
CP0714,Healthcare - Healthcare Administrator,Healthcare,Healthcare Administrator,"Treatment Planning, HIPAA, Cardiology, Healthcare Management, Medical Records, ICD-10, Patient Assessment, Electronic Health Records, Physiology, Wellness, Sterilization, Laboratory Procedures, Health Policy, Neurology, Infection Control, Patient Education, Wound Care, Pathology"
CP0715,Marketing - Market Research Analyst,Marketing,Market Research Analyst,"Brand Management, Growth Hacking, Marketing ROI, Influencer Marketing, Lead Generation, Social Media Strategy, Photoshop, Media Relations, Copywriting, User Acquisition, HubSpot, Conversion Rate Optimization, Social Media Marketing, Product Positioning, Digital Marketing, Event Marketing, Competitive Analysis"
CP0716,Marketing - Digital Marketing Specialist,Marketing,Digital Marketing Specialist,"Buffer, Media Relations, Conversion Rate Optimization, Marketing Strategy, Social Media Marketing, Brand Management, Content Marketing, Mobile Marketing, Digital Marketing, Facebook Ads, Adobe Creative Suite, Marketo, HubSpot, Illustrator, Campaign Management, SEM"
CP0717,Marketing - Content Strategist,Marketing,Content Strategist,"User Acquisition, Content Marketing, Blogging, Copywriting, Mobile Marketing, Adobe Creative Suite, Canva, Photoshop, Content Strategy, Campaign Management, Brand Management, Lead Generation, Google Analytics"
CP0718,Finance - Financial Advisor,Finance,Financial Advisor,"Financial Analysis, Capital Markets, Private Equity, CFA, Risk Assessment, Financial Modeling, Bloomberg Terminal, Series 7, Accounting, R Programming, Investment Management, Wealth Management"
CP0719,Finance - Quantitative Analyst,Finance,Quantitative Analyst,"Accounting, Financial Modeling, Hedge Funds, FINRA, Quantitative Analysis, Retirement Planning, Loan Underwriting, Due Diligence, Derivatives, Fixed Income, Private Equity, Financial Statements, IFRS, Portfolio Management"
CP0720,Marketing - Social Media Manager,Marketing,Social Media Manager,"Brand Management, Photoshop, Competitive Analysis, Marketing Analytics, Digital Marketing, Mobile Marketing, Social Media Marketing, Lead Generation, Adobe Creative Suite, Marketo, Content Strategy, Email Marketing, Hootsuite, Blogging, Marketing ROI, Google Ads"
CP0721,Finance - Auditor,Finance,Auditor,"IFRS, Accounting, R Programming, FINRA, Budgeting, VBA, Investment Management, Excel, Bloomberg Terminal, Private Equity"
CP0722,Healthcare - Dentist,Healthcare,Dentist,"Medical Diagnosis, Emergency Medicine, Care Planning, Physiology, Neurology, Vital Signs, Clinical Trials, HIPAA, Epidemiology, Patient Care, Medical Records, Medical Billing, Diagnostic Testing"
CP0723,Computer Science - Frontend Developer,Computer Science,Frontend Developer,"Test-Driven Development, Node.js, Spring, PyTorch, Game Development, Kotlin, React.js, RESTful APIs, Django, NoSQL, Data Visualization, AR/VR, UI Design, Microservices, Machine Learning, CSS, Natural Language Processing"
CP0724,Marketing - Product Marketing Manager,Marketing,Product Marketing Manager,"Market Research, Marketing Metrics, Event Marketing, Customer Retention, Customer Segmentation, Copywriting, A/B Testing, Facebook Ads, WordPress, Social Media Marketing, User Acquisition, Competitive Analysis, Email Marketing, Product Positioning, Content Strategy"
